Order_ID,Customer_ID,Order_Date,Order_Time,Day_of_Week,Item_Name,Category,Size,Quantity,Order_Channel,Total_Amount
44162,6849,2024-12-19,21:41,Thursday,Cheesy Pepperoni Pizza,Pizza,Medium,3,Phone,62.37
44163,441,2024-06-02,20:36,Sunday,Spicy Chicken Pizza,Pizza,Medium,2,Online,41.58
44164,6786,2024-06-28,20:00,Friday,Prawns Paradise Pizza,Pizza,Medium,4,Walk-in,83.16
44165,2811,2025-06-22,20:09,Sunday,Italiano Pizza,Pizza,Small,1,Online,18.71
44166,7195,2025-12-23,13:03,Tuesday,Margherita Pizza,Pizza,Small,3,Phone,53.97
44167,2425,2024-11-13,20:41,Wednesday,Italiano Pizza,Pizza,Small,2,Online,37.42
44168,590,2025-04-24,18:08,Thursday,Prawns Paradise Pizza,Pizza,Large,4,Online,99.79
44169,5942,2025-02-15,20:57,Saturday,Cheesy Garlic Bread,Side,Standard,2,Online,23.98
44170,5043,2024-02-22,19:37,Thursday,Prawns Paradise Pizza,Pizza,Small,2,Phone,37.42
44171,3540,2024-08-19,19:05,Monday,Vegetarian Classic Pizza,Pizza,Medium,3,Phone,59.97
44172,4840,2025-03-25,14:00,Tuesday,Margherita Pizza,Pizza,Large,3,Online,71.96
44173,3120,2025-06-06,22:47,Friday,Pasta Carbonara,Pasta,Standard,1,Walk-in,19.99
44174,4351,2025-03-31,19:36,Monday,Garlic Bread,Side,Standard,4,Phone,35.96
44175,1747,2025-12-16,19:32,Tuesday,Prawns Paradise Pizza,Pizza,Large,2,Online,49.9
44176,4340,2024-12-15,19:37,Sunday,Prawns Paradise Pizza,Pizza,Medium,2,Phone,41.58
44177,7980,2024-11-27,22:58,Wednesday,BBQ Chicken Pizza,Pizza,Large,2,Walk-in,49.9
44178,7273,2024-07-31,22:27,Wednesday,Prawns Paradise Pizza,Pizza,Large,2,Online,49.9
44179,1605,2025-05-11,19:36,Sunday,Cheesy Garlic Bread,Side,Standard,2,Phone,23.98
44180,6028,2025-07-06,18:26,Sunday,Cheesy Pepperoni Pizza,Pizza,Small,4,Online,74.84
44181,1164,2025-10-18,20:45,Saturday,Spicy Chicken Pizza,Pizza,Medium,3,Walk-in,62.37
44182,2632,2024-06-22,13:06,Saturday,Cheesy Garlic Bread,Side,Standard,1,Walk-in,11.99
44183,1378,2024-12-14,21:48,Saturday,Margherita Pizza,Pizza,Small,3,Walk-in,53.97
44184,1723,2025-07-24,22:29,Thursday,Margherita Pizza,Pizza,Small,3,Phone,53.97
44185,3174,2024-07-10,20:29,Wednesday,Vegetarian Classic Pizza,Pizza,Medium,3,Phone,59.97
44186,1145,2024-04-14,19:58,Sunday,Vegetarian Classic Pizza,Pizza,Medium,3,Online,59.97
44187,6927,2024-09-14,14:09,Saturday,Cheesy Pepperoni Pizza,Pizza,Small,1,Walk-in,18.71
44188,6530,2025-04-03,21:41,Thursday,Cheesy Garlic Bread,Side,Standard,1,Online,11.99
44189,7015,2024-12-17,19:01,Tuesday,Soft Drink 1.25L,Drink,Standard,1,Walk-in,7.99
44190,6421,2025-01-10,20:46,Friday,Prawns Paradise Pizza,Pizza,Large,2,Phone,49.9
44191,7155,2025-06-28,20:00,Saturday,Pasta Carbonara,Pasta,Standard,3,Phone,59.97
44192,3499,2024-08-18,18:38,Sunday,Vegetarian Classic Pizza,Pizza,Large,3,Online,71.96
44193,4310,2024-03-01,14:03,Friday,Cheesy Pepperoni Pizza,Pizza,Large,2,Online,49.9
44194,2610,2024-05-05,18:56,Sunday,Margherita Pizza,Pizza,Small,1,Phone,17.99
44195,3635,2024-06-25,19:59,Tuesday,Italiano Pizza,Pizza,Medium,1,Online,20.79
44196,1320,2024-01-08,18:30,Monday,Vegetarian Classic Pizza,Pizza,Medium,3,Walk-in,59.97
44197,5418,2025-07-08,20:12,Tuesday,Vegetarian Classic Pizza,Pizza,Medium,3,Online,59.97
44198,952,2024-06-28,18:54,Friday,BBQ Chicken Pizza,Pizza,Small,3,Walk-in,56.13
44199,3401,2025-04-11,12:43,Friday,BBQ Chicken Pizza,Pizza,Large,3,Online,74.84
44200,6725,2024-10-25,18:11,Friday,Cheesy Garlic Bread,Side,Standard,2,Phone,23.98
44201,2090,2025-10-17,20:57,Friday,BBQ Chicken Pizza,Pizza,Medium,4,Online,83.16
44202,5670,2025-04-10,18:05,Thursday,Soft Drink 1.25L,Drink,Standard,2,Phone,15.98
44203,3588,2025-09-30,19:15,Tuesday,Prawns Paradise Pizza,Pizza,Large,4,Online,99.79
44204,527,2025-04-29,22:28,Tuesday,Meat Feast Pizza,Pizza,Small,3,Online,56.13
44205,6816,2025-03-08,20:57,Saturday,Soft Drink 1.25L,Drink,Standard,1,Walk-in,7.99
44206,6942,2025-11-28,20:30,Friday,Meat Feast Pizza,Pizza,Medium,4,Online,83.16
44207,3255,2025-04-26,19:07,Saturday,Prawns Paradise Pizza,Pizza,Large,2,Walk-in,49.9
44208,6640,2025-02-21,13:12,Friday,Cheesy Garlic Bread,Side,Standard,4,Phone,47.96
44209,6238,2024-11-17,18:00,Sunday,Wings (8 pcs),Wings,Standard,1,Phone,22.98
44210,5799,2025-12-23,20:58,Tuesday,Margherita Pizza,Pizza,Medium,1,Online,19.99
44211,4630,2024-12-30,21:54,Monday,Farmhouse Classic Pizza,Pizza,Small,4,Phone,74.84
44212,4357,2025-02-22,14:04,Saturday,Chicken Parmesan Pizza,Pizza,Small,3,Online,56.13
44213,6027,2025-10-04,20:02,Saturday,Farmhouse Classic Pizza,Pizza,Medium,4,Online,83.16
44214,5088,2024-10-15,18:11,Tuesday,Margherita Pizza,Pizza,Medium,2,Online,39.98
44215,4630,2025-04-19,18:52,Saturday,Soft Drink 1.25L,Drink,Standard,2,Walk-in,15.98
44216,7567,2025-10-02,22:08,Thursday,Margherita Pizza,Pizza,Small,2,Online,35.98
44217,345,2025-07-04,20:46,Friday,Cheesy Garlic Bread,Side,Standard,3,Walk-in,35.97
44218,7212,2025-03-29,21:52,Saturday,Cheesy Pepperoni Pizza,Pizza,Medium,2,Phone,41.58
44219,4661,2024-07-08,21:15,Monday,Margherita Pizza,Pizza,Small,1,Walk-in,17.99
44220,7846,2024-08-11,21:32,Sunday,BBQ Chicken Pizza,Pizza,Large,4,Phone,99.79
44221,6731,2024-08-05,22:24,Monday,Soft Drink 1.25L,Drink,Standard,4,Online,31.96
44222,4495,2025-01-22,19:02,Wednesday,Cheesy Garlic Bread,Side,Standard,1,Phone,11.99
44223,2621,2025-10-24,20:03,Friday,Italiano Pizza,Pizza,Large,3,Online,74.84
44224,7922,2025-09-29,19:00,Monday,Vegetarian Classic Pizza,Pizza,Large,2,Phone,47.98
44225,3974,2024-10-05,14:43,Saturday,Pasta Carbonara,Pasta,Standard,4,Online,79.96
44226,4424,2025-07-19,21:23,Saturday,BBQ Chicken Pizza,Pizza,Medium,1,Walk-in,20.79
44227,2777,2025-01-28,21:32,Tuesday,Chicken Parmesan Pizza,Pizza,Medium,3,Walk-in,62.37
44228,2220,2024-09-17,20:46,Tuesday,Chicken Parmesan Pizza,Pizza,Large,2,Walk-in,49.9
44229,3310,2024-06-07,14:23,Friday,Cheesy Garlic Bread,Side,Standard,3,Walk-in,35.97
44230,3120,2024-07-27,19:09,Saturday,Prawns Paradise Pizza,Pizza,Small,3,Walk-in,56.13
44231,2541,2025-01-26,19:03,Sunday,Farmhouse Classic Pizza,Pizza,Small,4,Phone,74.84
44232,1288,2024-07-16,14:54,Tuesday,Prawns Paradise Pizza,Pizza,Small,3,Phone,56.13
44233,7643,2024-01-25,22:47,Thursday,Wings (8 pcs),Wings,Standard,4,Phone,91.92
44234,788,2024-02-08,21:26,Thursday,Italiano Pizza,Pizza,Large,1,Online,24.95
44235,7009,2024-01-11,19:29,Thursday,Prawns Paradise Pizza,Pizza,Medium,4,Online,83.16
44236,1434,2025-02-19,21:11,Wednesday,Meat Feast Pizza,Pizza,Small,4,Walk-in,74.84
44237,6810,2025-01-30,22:22,Thursday,Meat Feast Pizza,Pizza,Medium,1,Phone,20.79
44238,253,2024-01-27,19:50,Saturday,Cheesy Garlic Bread,Side,Standard,1,Phone,11.99
44239,7417,2024-12-23,19:45,Monday,Wings (8 pcs),Wings,Standard,3,Walk-in,68.94
44240,6862,2024-01-17,19:10,Wednesday,Prawns Paradise Pizza,Pizza,Large,1,Online,24.95
44241,6182,2024-08-11,21:07,Sunday,Prawns Paradise Pizza,Pizza,Large,1,Walk-in,24.95
44242,4819,2025-03-06,18:39,Thursday,Prawns Paradise Pizza,Pizza,Medium,3,Walk-in,62.37
44243,7534,2025-10-01,13:28,Wednesday,Cheesy Pepperoni Pizza,Pizza,Medium,2,Online,41.58
44244,6287,2025-05-03,19:47,Saturday,Spicy Chicken Pizza,Pizza,Small,3,Online,56.13
44245,6342,2024-10-08,21:15,Tuesday,Garlic Bread,Side,Standard,2,Online,17.98
44246,7956,2024-01-01,21:40,Monday,Spicy Chicken Pizza,Pizza,Small,1,Online,18.71
44247,7905,2025-11-13,19:52,Thursday,Farmhouse Classic Pizza,Pizza,Small,4,Walk-in,74.84
44248,1306,2025-01-02,18:57,Thursday,Chicken Parmesan Pizza,Pizza,Small,2,Online,37.42
44249,1158,2024-11-29,18:34,Friday,Garlic Bread,Side,Standard,2,Walk-in,17.98
44250,228,2024-11-07,18:59,Thursday,Chicken Parmesan Pizza,Pizza,Large,2,Online,49.9
44251,6876,2025-06-27,19:08,Friday,Farmhouse Classic Pizza,Pizza,Small,3,Phone,56.13
44252,3733,2025-07-12,14:52,Saturday,Prawns Paradise Pizza,Pizza,Medium,3,Walk-in,62.37
44253,1826,2024-02-09,14:05,Friday,Cheesy Pepperoni Pizza,Pizza,Large,2,Online,49.9
44254,4790,2025-12-07,20:30,Sunday,BBQ Chicken Pizza,Pizza,Large,1,Online,24.95
44255,462,2024-12-19,19:00,Thursday,Wings (8 pcs),Wings,Standard,3,Walk-in,68.94
44256,5552,2024-02-25,21:18,Sunday,Cheesy Garlic Bread,Side,Standard,3,Online,35.97
44257,5559,2025-04-04,13:47,Friday,Garlic Bread,Side,Standard,2,Phone,17.98
44258,1802,2024-02-08,21:33,Thursday,Caesar Salad,Salad,Standard,4,Online,39.96
44259,7312,2025-09-20,22:13,Saturday,Caesar Salad,Salad,Standard,2,Walk-in,19.98
44260,7318,2025-06-15,21:16,Sunday,Soft Drink 1.25L,Drink,Standard,4,Walk-in,31.96
44261,4107,2025-03-28,20:04,Friday,Chicken Parmesan Pizza,Pizza,Medium,3,Online,62.37
44262,6871,2024-12-14,21:03,Saturday,BBQ Chicken Pizza,Pizza,Medium,4,Phone,83.16
44263,4837,2024-10-22,21:06,Tuesday,Italiano Pizza,Pizza,Medium,1,Online,20.79
44264,7215,2025-02-02,12:24,Sunday,Cheesy Garlic Bread,Side,Standard,2,Online,23.98
44265,54,2025-04-15,18:10,Tuesday,Cheesy Garlic Bread,Side,Standard,4,Walk-in,47.96
44266,4719,2025-09-13,18:20,Saturday,Chicken Parmesan Pizza,Pizza,Large,2,Phone,49.9
44267,3609,2024-06-20,14:03,Thursday,Prawns Paradise Pizza,Pizza,Large,1,Walk-in,24.95
44268,6754,2025-01-29,20:21,Wednesday,Italiano Pizza,Pizza,Medium,1,Walk-in,20.79
44269,250,2024-03-20,19:03,Wednesday,Caesar Salad,Salad,Standard,2,Phone,19.98
44270,5703,2024-09-01,22:00,Sunday,Chicken Parmesan Pizza,Pizza,Medium,4,Walk-in,83.16
44271,7991,2024-09-13,13:24,Friday,Chicken Parmesan Pizza,Pizza,Small,2,Walk-in,37.42
44272,1129,2024-06-30,18:24,Sunday,Soft Drink 1.25L,Drink,Standard,3,Phone,23.97
44273,4482,2024-01-20,22:34,Saturday,Garlic Bread,Side,Standard,4,Walk-in,35.96
44274,4030,2024-06-26,12:39,Wednesday,Margherita Pizza,Pizza,Large,1,Phone,23.99
44275,7842,2025-03-09,18:32,Sunday,Italiano Pizza,Pizza,Large,1,Online,24.95
44276,1875,2025-07-10,20:15,Thursday,BBQ Chicken Pizza,Pizza,Large,1,Phone,24.95
44277,4740,2025-07-29,18:48,Tuesday,Italiano Pizza,Pizza,Large,2,Online,49.9
44278,4105,2025-03-17,20:31,Monday,Soft Drink 1.25L,Drink,Standard,3,Walk-in,23.97
44279,7319,2024-08-11,18:45,Sunday,Soft Drink 1.25L,Drink,Standard,4,Phone,31.96
44280,5544,2024-03-20,21:57,Wednesday,Meat Feast Pizza,Pizza,Large,2,Online,49.9
44281,984,2025-01-06,18:54,Monday,Farmhouse Classic Pizza,Pizza,Large,3,Walk-in,74.84
44282,2283,2024-05-16,14:06,Thursday,BBQ Chicken Pizza,Pizza,Medium,3,Walk-in,62.37
44283,5101,2025-03-13,19:33,Thursday,Cheesy Pepperoni Pizza,Pizza,Small,3,Phone,56.13
44284,4182,2025-05-21,19:13,Wednesday,Soft Drink 1.25L,Drink,Standard,4,Walk-in,31.96
44285,3551,2024-01-19,18:20,Friday,Prawns Paradise Pizza,Pizza,Small,1,Phone,18.71
44286,7950,2025-10-21,14:03,Tuesday,Caesar Salad,Salad,Standard,2,Online,19.98
44287,592,2024-10-01,19:55,Tuesday,Spicy Chicken Pizza,Pizza,Large,1,Walk-in,24.95
44288,524,2025-11-25,22:26,Tuesday,Caesar Salad,Salad,Standard,2,Phone,19.98
44289,1459,2025-04-08,12:13,Tuesday,Soft Drink 1.25L,Drink,Standard,2,Online,15.98
44290,2151,2025-03-27,21:24,Thursday,Vegetarian Classic Pizza,Pizza,Medium,4,Online,79.96
44291,6502,2024-04-16,14:53,Tuesday,Farmhouse Classic Pizza,Pizza,Large,3,Walk-in,74.84
44292,2696,2024-07-16,21:04,Tuesday,Cheesy Pepperoni Pizza,Pizza,Large,1,Online,24.95
44293,5283,2025-04-29,19:19,Tuesday,Pasta Carbonara,Pasta,Standard,1,Walk-in,19.99
44294,1536,2025-07-12,13:38,Saturday,Soft Drink 1.25L,Drink,Standard,4,Walk-in,31.96
44295,4845,2025-09-22,19:14,Monday,Cheesy Garlic Bread,Side,Standard,2,Walk-in,23.98
44296,6188,2025-04-24,20:47,Thursday,Spicy Chicken Pizza,Pizza,Medium,3,Online,62.37
44297,4262,2024-03-14,19:20,Thursday,Italiano Pizza,Pizza,Large,1,Phone,24.95
44298,1530,2025-07-15,20:47,Tuesday,Prawns Paradise Pizza,Pizza,Small,4,Walk-in,74.84
44299,283,2025-10-11,18:56,Saturday,Margherita Pizza,Pizza,Small,4,Online,71.96
44300,7669,2024-06-20,12:41,Thursday,Caesar Salad,Salad,Standard,3,Walk-in,29.97
44301,5121,2024-01-13,21:54,Saturday,Garlic Bread,Side,Standard,3,Phone,26.97
44302,6741,2024-07-03,13:39,Wednesday,Cheesy Pepperoni Pizza,Pizza,Medium,4,Online,83.16
44303,6061,2024-12-23,19:45,Monday,Vegetarian Classic Pizza,Pizza,Large,3,Walk-in,71.96
44304,7754,2024-06-14,18:46,Friday,Pasta Carbonara,Pasta,Standard,4,Phone,79.96
44305,6292,2025-03-12,22:49,Wednesday,Margherita Pizza,Pizza,Large,3,Online,71.96
44306,7763,2025-03-28,19:42,Friday,Meat Feast Pizza,Pizza,Small,2,Phone,37.42
44307,3534,2025-08-17,21:44,Sunday,Cheesy Garlic Bread,Side,Standard,4,Phone,47.96
44308,7595,2024-04-17,12:41,Wednesday,Soft Drink 1.25L,Drink,Standard,2,Walk-in,15.98
44309,3525,2025-07-08,19:50,Tuesday,Spicy Chicken Pizza,Pizza,Medium,2,Phone,41.58
44310,7690,2025-03-28,20:12,Friday,Farmhouse Classic Pizza,Pizza,Small,2,Phone,37.42
44311,1531,2025-08-12,19:42,Tuesday,Italiano Pizza,Pizza,Large,3,Walk-in,74.84
44312,1048,2024-08-04,22:09,Sunday,BBQ Chicken Pizza,Pizza,Large,2,Online,49.9
44313,3402,2024-01-19,20:37,Friday,Meat Feast Pizza,Pizza,Medium,2,Online,41.58
44314,1898,2025-08-10,20:18,Sunday,Vegetarian Classic Pizza,Pizza,Large,3,Online,71.96
44315,2665,2024-04-12,19:12,Friday,Caesar Salad,Salad,Standard,1,Walk-in,9.99
44316,3078,2025-07-13,19:22,Sunday,Garlic Bread,Side,Standard,2,Phone,17.98
44317,4070,2025-04-04,21:41,Friday,Soft Drink 1.25L,Drink,Standard,1,Phone,7.99
44318,1263,2025-07-26,22:01,Saturday,Prawns Paradise Pizza,Pizza,Small,2,Phone,37.42
44319,6535,2025-12-16,20:14,Tuesday,Margherita Pizza,Pizza,Small,2,Online,35.98
44320,4317,2025-12-02,20:16,Tuesday,BBQ Chicken Pizza,Pizza,Small,3,Phone,56.13
44321,1234,2025-05-16,22:13,Friday,Pasta Carbonara,Pasta,Standard,3,Phone,59.97
44322,2273,2024-08-04,20:15,Sunday,Italiano Pizza,Pizza,Small,4,Phone,74.84
44323,567,2024-09-07,19:41,Saturday,Caesar Salad,Salad,Standard,2,Phone,19.98
44324,4406,2024-06-18,20:09,Tuesday,Vegetarian Classic Pizza,Pizza,Large,4,Online,95.95
44325,5587,2025-08-28,19:39,Thursday,BBQ Chicken Pizza,Pizza,Small,4,Online,74.84
44326,1968,2024-02-20,18:13,Tuesday,Chicken Parmesan Pizza,Pizza,Large,1,Phone,24.95
44327,404,2025-12-16,21:25,Tuesday,Wings (8 pcs),Wings,Standard,2,Online,45.96
44328,1974,2024-08-26,19:14,Monday,Garlic Bread,Side,Standard,2,Walk-in,17.98
44329,627,2024-07-08,19:20,Monday,Vegetarian Classic Pizza,Pizza,Small,3,Walk-in,53.97
44330,1503,2025-08-25,20:55,Monday,Spicy Chicken Pizza,Pizza,Medium,3,Online,62.37
44331,2444,2025-12-15,14:13,Monday,Cheesy Pepperoni Pizza,Pizza,Large,3,Online,74.84
44332,1887,2025-03-30,22:06,Sunday,Cheesy Pepperoni Pizza,Pizza,Large,4,Walk-in,99.79
44333,4877,2025-09-08,20:11,Monday,Garlic Bread,Side,Standard,2,Online,17.98
44334,1262,2024-10-09,20:20,Wednesday,Spicy Chicken Pizza,Pizza,Medium,4,Online,83.16
44335,2572,2025-07-05,20:12,Saturday,Chicken Parmesan Pizza,Pizza,Large,4,Online,99.79
44336,6247,2025-12-15,18:32,Monday,Spicy Chicken Pizza,Pizza,Small,3,Walk-in,56.13
44337,4278,2025-04-13,20:51,Sunday,Cheesy Pepperoni Pizza,Pizza,Medium,3,Phone,62.37
44338,1736,2025-04-30,19:19,Wednesday,Pasta Carbonara,Pasta,Standard,4,Online,79.96
44339,7653,2025-06-26,22:12,Thursday,Soft Drink 1.25L,Drink,Standard,2,Online,15.98
44340,7101,2025-03-20,21:31,Thursday,Prawns Paradise Pizza,Pizza,Large,1,Phone,24.95
44341,2759,2024-07-01,21:43,Monday,Italiano Pizza,Pizza,Small,4,Online,74.84
44342,6857,2025-07-15,18:34,Tuesday,Pasta Carbonara,Pasta,Standard,3,Online,59.97
44343,229,2024-09-27,22:42,Friday,Pasta Carbonara,Pasta,Standard,3,Phone,59.97
44344,5960,2024-04-05,20:28,Friday,BBQ Chicken Pizza,Pizza,Medium,4,Phone,83.16
44345,7578,2024-05-07,22:33,Tuesday,Caesar Salad,Salad,Standard,3,Phone,29.97
44346,1498,2025-04-19,22:14,Saturday,Cheesy Garlic Bread,Side,Standard,4,Walk-in,47.96
44347,5516,2024-12-14,19:10,Saturday,BBQ Chicken Pizza,Pizza,Medium,3,Walk-in,62.37
44348,4706,2024-11-07,20:57,Thursday,Cheesy Pepperoni Pizza,Pizza,Small,3,Online,56.13
44349,7180,2025-09-22,13:22,Monday,Caesar Salad,Salad,Standard,4,Phone,39.96
44350,1095,2025-11-18,21:45,Tuesday,Meat Feast Pizza,Pizza,Small,2,Online,37.42
44351,6704,2024-02-17,19:28,Saturday,BBQ Chicken Pizza,Pizza,Medium,3,Walk-in,62.37
44352,7883,2025-08-13,20:42,Wednesday,Wings (8 pcs),Wings,Standard,1,Phone,22.98
44353,1083,2024-05-05,22:53,Sunday,Farmhouse Classic Pizza,Pizza,Small,2,Walk-in,37.42
44354,4434,2025-02-03,20:58,Monday,Meat Feast Pizza,Pizza,Medium,2,Online,41.58
44355,7766,2024-03-23,19:57,Saturday,Caesar Salad,Salad,Standard,4,Phone,39.96
44356,6341,2024-11-12,19:26,Tuesday,Garlic Bread,Side,Standard,4,Walk-in,35.96
44357,394,2024-01-28,18:30,Sunday,Caesar Salad,Salad,Standard,1,Phone,9.99
44358,5742,2024-10-06,22:34,Sunday,Chicken Parmesan Pizza,Pizza,Small,2,Online,37.42
44359,3296,2025-07-10,20:30,Thursday,Prawns Paradise Pizza,Pizza,Small,4,Phone,74.84
44360,2984,2025-09-29,20:09,Monday,Soft Drink 1.25L,Drink,Standard,3,Phone,23.97
44361,3980,2024-02-05,20:54,Monday,Margherita Pizza,Pizza,Large,1,Phone,23.99
44362,2452,2024-04-06,19:17,Saturday,Margherita Pizza,Pizza,Large,4,Online,95.95
44363,6218,2025-09-01,21:07,Monday,Margherita Pizza,Pizza,Large,3,Online,71.96
44364,6220,2024-04-18,21:55,Thursday,Vegetarian Classic Pizza,Pizza,Large,1,Online,23.99
44365,2738,2024-02-11,18:58,Sunday,Caesar Salad,Salad,Standard,1,Phone,9.99
44366,4132,2024-12-18,21:18,Wednesday,Farmhouse Classic Pizza,Pizza,Large,4,Online,99.79
44367,6143,2025-10-19,19:25,Sunday,Prawns Paradise Pizza,Pizza,Large,1,Walk-in,24.95
44368,3205,2024-03-10,18:41,Sunday,Caesar Salad,Salad,Standard,4,Phone,39.96
44369,5869,2025-09-13,20:45,Saturday,BBQ Chicken Pizza,Pizza,Medium,3,Online,62.37
44370,1722,2025-11-28,18:40,Friday,Soft Drink 1.25L,Drink,Standard,3,Walk-in,23.97
44371,1134,2025-05-17,20:13,Saturday,Prawns Paradise Pizza,Pizza,Small,3,Phone,56.13
44372,1359,2024-12-16,20:04,Monday,Spicy Chicken Pizza,Pizza,Medium,1,Walk-in,20.79
44373,3322,2025-02-03,13:26,Monday,Prawns Paradise Pizza,Pizza,Large,1,Online,24.95
44374,3321,2025-12-30,21:52,Tuesday,Prawns Paradise Pizza,Pizza,Large,1,Walk-in,24.95
44375,900,2025-07-03,20:43,Thursday,Chicken Parmesan Pizza,Pizza,Medium,1,Phone,20.79
44376,5843,2025-06-22,21:27,Sunday,Prawns Paradise Pizza,Pizza,Large,1,Phone,24.95
44377,5333,2025-03-07,13:55,Friday,Margherita Pizza,Pizza,Small,2,Walk-in,35.98
44378,1131,2024-07-05,18:52,Friday,Garlic Bread,Side,Standard,1,Online,8.99
44379,924,2024-03-14,21:46,Thursday,Prawns Paradise Pizza,Pizza,Large,4,Phone,99.79
44380,1268,2025-03-23,22:22,Sunday,Chicken Parmesan Pizza,Pizza,Large,4,Online,99.79
44381,2508,2024-03-05,13:19,Tuesday,Vegetarian Classic Pizza,Pizza,Small,4,Online,71.96
44382,5087,2025-08-06,20:30,Wednesday,BBQ Chicken Pizza,Pizza,Small,1,Phone,18.71
44383,28,2024-12-05,19:51,Thursday,Margherita Pizza,Pizza,Small,1,Online,17.99
44384,5008,2024-04-24,19:28,Wednesday,Cheesy Pepperoni Pizza,Pizza,Small,4,Walk-in,74.84
44385,6930,2025-03-20,18:41,Thursday,Vegetarian Classic Pizza,Pizza,Medium,4,Online,79.96
44386,213,2024-02-15,22:33,Thursday,Spicy Chicken Pizza,Pizza,Small,3,Online,56.13
44387,1456,2024-05-15,20:45,Wednesday,Prawns Paradise Pizza,Pizza,Medium,1,Online,20.79
44388,7577,2024-07-21,18:23,Sunday,Chicken Parmesan Pizza,Pizza,Medium,2,Walk-in,41.58
44389,2079,2024-12-15,21:46,Sunday,Chicken Parmesan Pizza,Pizza,Medium,4,Online,83.16
44390,7545,2024-12-03,18:48,Tuesday,Meat Feast Pizza,Pizza,Large,2,Walk-in,49.9
44391,4865,2025-02-01,14:53,Saturday,Soft Drink 1.25L,Drink,Standard,1,Phone,7.99
44392,5248,2024-11-07,13:39,Thursday,Cheesy Pepperoni Pizza,Pizza,Medium,3,Online,62.37
44393,1019,2025-12-17,18:41,Wednesday,BBQ Chicken Pizza,Pizza,Small,2,Phone,37.42
44394,2472,2025-09-03,20:54,Wednesday,Margherita Pizza,Pizza,Large,1,Phone,23.99
44395,450,2024-10-08,22:36,Tuesday,Spicy Chicken Pizza,Pizza,Medium,4,Online,83.16
44396,1967,2024-11-10,14:13,Sunday,Caesar Salad,Salad,Standard,3,Phone,29.97
44397,3703,2024-09-16,19:18,Monday,Caesar Salad,Salad,Standard,1,Online,9.99
44398,4274,2024-12-31,13:44,Tuesday,Pasta Carbonara,Pasta,Standard,2,Walk-in,39.98
44399,5812,2024-03-04,20:57,Monday,Farmhouse Classic Pizza,Pizza,Medium,4,Walk-in,83.16
44400,4049,2025-05-25,13:50,Sunday,BBQ Chicken Pizza,Pizza,Large,3,Walk-in,74.84
44401,7891,2025-09-29,19:53,Monday,Farmhouse Classic Pizza,Pizza,Large,1,Walk-in,24.95
44402,5930,2025-03-14,19:47,Friday,Chicken Parmesan Pizza,Pizza,Medium,4,Online,83.16
44403,4650,2024-04-03,20:38,Wednesday,Prawns Paradise Pizza,Pizza,Medium,4,Online,83.16
44404,5376,2024-07-08,18:00,Monday,Prawns Paradise Pizza,Pizza,Large,3,Walk-in,74.84
44405,1739,2025-01-17,19:44,Friday,Spicy Chicken Pizza,Pizza,Large,2,Phone,49.9
44406,1021,2024-11-17,21:40,Sunday,Spicy Chicken Pizza,Pizza,Medium,3,Phone,62.37
44407,508,2024-04-28,18:49,Sunday,BBQ Chicken Pizza,Pizza,Small,2,Online,37.42
44408,924,2024-03-19,14:18,Tuesday,Soft Drink 1.25L,Drink,Standard,4,Online,31.96
44409,4014,2025-07-22,12:38,Tuesday,Meat Feast Pizza,Pizza,Medium,2,Online,41.58
44410,6065,2025-07-08,19:34,Tuesday,Italiano Pizza,Pizza,Medium,3,Phone,62.37
44411,4036,2024-02-19,22:18,Monday,Cheesy Garlic Bread,Side,Standard,4,Phone,47.96
44412,6531,2025-01-11,14:43,Saturday,Prawns Paradise Pizza,Pizza,Medium,4,Walk-in,83.16
44413,2112,2025-05-22,13:06,Thursday,Chicken Parmesan Pizza,Pizza,Small,3,Phone,56.13
44414,7078,2024-09-25,19:46,Wednesday,Garlic Bread,Side,Standard,1,Walk-in,8.99
44415,605,2024-07-14,22:10,Sunday,Caesar Salad,Salad,Standard,4,Online,39.96
44416,3458,2025-03-08,21:01,Saturday,Garlic Bread,Side,Standard,4,Phone,35.96
44417,6835,2025-07-17,14:17,Thursday,Italiano Pizza,Pizza,Small,2,Phone,37.42
44418,1412,2025-02-12,19:54,Wednesday,Garlic Bread,Side,Standard,3,Walk-in,26.97
44419,2013,2024-04-25,18:02,Thursday,Spicy Chicken Pizza,Pizza,Small,1,Phone,18.71
44420,6014,2025-08-15,20:27,Friday,Spicy Chicken Pizza,Pizza,Medium,2,Phone,41.58
44421,3166,2025-12-12,21:54,Friday,Margherita Pizza,Pizza,Medium,4,Phone,79.96
44422,4621,2024-06-11,19:54,Tuesday,Meat Feast Pizza,Pizza,Small,4,Walk-in,74.84
44423,4457,2024-01-26,19:59,Friday,Italiano Pizza,Pizza,Small,1,Phone,18.71
44424,708,2024-06-22,21:49,Saturday,Prawns Paradise Pizza,Pizza,Medium,2,Phone,41.58
44425,1214,2024-03-17,19:03,Sunday,Farmhouse Classic Pizza,Pizza,Medium,1,Walk-in,20.79
44426,6521,2025-02-02,21:03,Sunday,Cheesy Pepperoni Pizza,Pizza,Small,3,Walk-in,56.13
44427,6546,2025-01-02,18:23,Thursday,Cheesy Garlic Bread,Side,Standard,1,Online,11.99
44428,6952,2024-09-12,19:18,Thursday,Soft Drink 1.25L,Drink,Standard,3,Online,23.97
